Date.x,Time.x,Temp.x,mV,pH,Date_Time,Date.y,Time.y,Dissolved_Oxygen_Concentration,Temp.y,Date,Time,Low_Range_micro_siemens_per_centimeter,High_Range_micro_siemens_per_centimeter,Temp_Celcius
12-10-22,21:40:00,27.14,-28.49,7.48,2022-10-12T21:40:00Z,12-10-22,21:40:00,0.69,27.04,12/10/22,21:40:00,2630.8,2647.2,27.39
12-10-22,21:50:00,27.14,-28.39,7.48,2022-10-12T21:50:00Z,12-10-22,21:50:00,0.51,27.04,12/10/22,21:50:00,2628.5,2647.8,27.39
12-10-22,22:00:00,27.11,-28.13,7.47,2022-10-12T22:00:00Z,12-10-22,22:00:00,0.53,27.04,12/10/22,22:00:00,2612.4,2634.9,27.38
12-10-22,22:10:00,27.11,-28.16,7.47,2022-10-12T22:10:00Z,12-10-22,22:10:00,0.67,27.02,12/10/22,22:10:00,2613,2634.9,27.36
12-10-22,22:20:00,27.11,-28.08,7.47,2022-10-12T22:20:00Z,12-10-22,22:20:00,0.53,27.02,12/10/22,22:20:00,2626.1,2647.2,27.35
12-10-22,22:30:00,27.09,-28.2,7.47,2022-10-12T22:30:00Z,12-10-22,22:30:00,0.49,27.02,12/10/22,22:30:00,2628.5,2645.4,27.35
12-10-22,22:40:00,27.09,-28.41,7.48,2022-10-12T22:40:00Z,12-10-22,22:40:00,0.57,27,12/10/22,22:40:00,2628.5,2646,27.34
12-10-22,22:50:00,27.06,-27.97,7.47,2022-10-12T22:50:00Z,12-10-22,22:50:00,0.63,27,12/10/22,22:50:00,2628.5,2646,27.33
12-10-22,23:00:00,27.06,-27.72,7.47,2022-10-12T23:00:00Z,12-10-22,23:00:00,0.65,27,12/10/22,23:00:00,2628.5,2646,27.34
12-10-22,23:10:00,27.06,-27.42,7.46,2022-10-12T23:10:00Z,12-10-22,23:10:00,0.63,26.98,12/10/22,23:10:00,2623.1,2644.8,27.31
12-10-22,23:20:00,27.06,-27.74,7.47,2022-10-12T23:20:00Z,12-10-22,23:20:00,0.57,26.98,12/10/22,23:20:00,2626.1,2644.8,27.31
12-10-22,23:30:00,27.04,-27.92,7.47,2022-10-12T23:30:00Z,12-10-22,23:30:00,0.55,26.96,12/10/22,23:30:00,2626.1,2643.5,27.3
12-10-22,23:40:00,27.04,-27.88,7.47,2022-10-12T23:40:00Z,12-10-22,23:40:00,0.55,26.96,12/10/22,23:40:00,2625.5,2644.8,27.3
12-10-22,23:50:00,27.01,-27.83,7.47,2022-10-12T23:50:00Z,12-10-22,23:50:00,0.52,26.94,12/10/22,23:50:00,2623.7,2642.9,27.28
13-10-22,00:00:00,27.01,-28.03,7.47,2022-10-13T00:00:00Z,13-10-22,00:00:00,0.47,26.94,13-10-22,00:00:00,2623.1,2642.3,27.27
13-10-22,00:10:00,26.99,-27.97,7.47,2022-10-13T00:10:00Z,13-10-22,00:10:00,0.43,26.92,13-10-22,00:10:00,2625.5,2642.3,27.25
13-10-22,00:20:00,26.99,-27.92,7.47,2022-10-13T00:20:00Z,13-10-22,00:20:00,0.31,26.9,13-10-22,00:20:00,2621.3,2641,27.24
13-10-22,00:30:00,26.96,-28.33,7.48,2022-10-13T00:30:00Z,13-10-22,00:30:00,0.4,26.9,13-10-22,00:30:00,2620.7,2641,27.24
13-10-22,00:40:00,26.96,-28.09,7.47,2022-10-13T00:40:00Z,13-10-22,00:40:00,0.42,26.88,13-10-22,00:40:00,2621.3,2640.4,27.23
13-10-22,00:50:00,26.96,-27.77,7.47,2022-10-13T00:50:00Z,13-10-22,00:50:00,0.71,26.88,13-10-22,00:50:00,2620.7,2639.2,27.22
13-10-22,01:00:00,26.94,-27.8,7.47,2022-10-13T01:00:00Z,13-10-22,01:00:00,0.41,26.86,13-10-22,01:00:00,2620.7,2639.2,27.19
13-10-22,01:10:00,26.94,-27.84,7.47,2022-10-13T01:10:00Z,13-10-22,01:10:00,0.59,26.84,13-10-22,01:10:00,2620.7,2638.6,27.18
13-10-22,01:20:00,26.92,-28.08,7.47,2022-10-13T01:20:00Z,13-10-22,01:20:00,0.55,26.84,13-10-22,01:20:00,2618.3,2638,27.17
13-10-22,01:30:00,26.89,-27.69,7.47,2022-10-13T01:30:00Z,13-10-22,01:30:00,0.6,26.82,13-10-22,01:30:00,2495.3,2511,27.15
13-10-22,01:40:00,26.87,-27.92,7.47,2022-10-13T01:40:00Z,13-10-22,01:40:00,0.44,26.8,13-10-22,01:40:00,2618.3,2636.1,27.14
13-10-22,01:50:00,26.84,-28.17,7.47,2022-10-13T01:50:00Z,13-10-22,01:50:00,0.73,26.78,13-10-22,01:50:00,2616,2636.1,27.12
13-10-22,02:00:00,26.84,-27.42,7.46,2022-10-13T02:00:00Z,13-10-22,02:00:00,0.54,26.78,13-10-22,02:00:00,2616,2634.2,27.1
13-10-22,02:10:00,26.84,-28.05,7.47,2022-10-13T02:10:00Z,13-10-22,02:10:00,0.66,26.76,13-10-22,02:10:00,2616,2634.2,27.09
13-10-22,02:20:00,26.82,-27.97,7.47,2022-10-13T02:20:00Z,13-10-22,02:20:00,0.45,26.74,13-10-22,02:20:00,2616,2633.6,27.08
13-10-22,02:30:00,26.79,-27.5,7.46,2022-10-13T02:30:00Z,13-10-22,02:30:00,0.75,26.72,13-10-22,02:30:00,2613.6,2633,27.07
13-10-22,02:40:00,26.79,-28.06,7.47,2022-10-13T02:40:00Z,13-10-22,02:40:00,0.53,26.72,13-10-22,02:40:00,2613.6,2633,27.06
13-10-22,02:50:00,26.77,-28.24,7.47,2022-10-13T02:50:00Z,13-10-22,02:50:00,0.64,26.7,13-10-22,02:50:00,2613.6,2631.8,27.03
13-10-22,03:00:00,26.77,-27.99,7.47,2022-10-13T03:00:00Z,13-10-22,03:00:00,0.67,26.68,13-10-22,03:00:00,2613.6,2631.2,27.02
13-10-22,03:10:00,26.74,-28.17,7.47,2022-10-13T03:10:00Z,13-10-22,03:10:00,0.6,26.66,13-10-22,03:10:00,2613.6,2633,27.01
13-10-22,03:20:00,26.74,-28.36,7.48,2022-10-13T03:20:00Z,13-10-22,03:20:00,0.38,26.66,13-10-22,03:20:00,2613.6,2633,26.98
13-10-22,03:30:00,26.72,-27.69,7.47,2022-10-13T03:30:00Z,13-10-22,03:30:00,0.65,26.64,13-10-22,03:30:00,2613.6,2631.8,26.97
13-10-22,03:40:00,26.7,-27.2,7.46,2022-10-13T03:40:00Z,13-10-22,03:40:00,0.53,26.62,13-10-22,03:40:00,2611.2,2629.3,26.96
13-10-22,03:50:00,26.67,-28.24,7.47,2022-10-13T03:50:00Z,13-10-22,03:50:00,0.4,26.6,13-10-22,03:50:00,2611.2,2628.7,26.93
13-10-22,04:00:00,26.65,-27.27,7.46,2022-10-13T04:00:00Z,13-10-22,04:00:00,0.56,26.58,13-10-22,04:00:00,2606.5,2624.4,26.91
13-10-22,04:10:00,26.65,-27.08,7.46,2022-10-13T04:10:00Z,13-10-22,04:10:00,0.46,26.58,13-10-22,04:10:00,2608.8,2626.2,26.91
13-10-22,04:20:00,26.62,-27.3,7.46,2022-10-13T04:20:00Z,13-10-22,04:20:00,0.66,26.56,13-10-22,04:20:00,2606.5,2623.7,26.88
13-10-22,04:30:00,26.62,-27.13,7.46,2022-10-13T04:30:00Z,13-10-22,04:30:00,0.47,26.54,13-10-22,04:30:00,2608.8,2626.2,26.87
13-10-22,04:40:00,26.6,-27.16,7.46,2022-10-13T04:40:00Z,13-10-22,04:40:00,0.41,26.52,13-10-22,04:40:00,2608.8,2625,26.86
13-10-22,04:50:00,26.57,-27.89,7.47,2022-10-13T04:50:00Z,13-10-22,04:50:00,0.7,26.5,13-10-22,04:50:00,2606.5,2624.4,26.82
13-10-22,05:00:00,26.55,-28.45,7.48,2022-10-13T05:00:00Z,13-10-22,05:00:00,0.51,26.48,13-10-22,05:00:00,2604.1,2622.5,26.81
13-10-22,05:10:00,26.52,-27.38,7.46,2022-10-13T05:10:00Z,13-10-22,05:10:00,0.42,26.46,13-10-22,05:10:00,2438.3,2449.6,26.8
13-10-22,05:20:00,26.52,-27.49,7.46,2022-10-13T05:20:00Z,13-10-22,05:20:00,0.31,26.46,13-10-22,05:20:00,2601.1,2619.4,26.78
13-10-22,05:30:00,26.5,-27.64,7.46,2022-10-13T05:30:00Z,13-10-22,05:30:00,0.35,26.44,13-10-22,05:30:00,2604.1,2620,26.77
13-10-22,05:40:00,26.5,-27.49,7.46,2022-10-13T05:40:00Z,13-10-22,05:40:00,0.26,26.42,13-10-22,05:40:00,2598.7,2616.9,26.75
13-10-22,05:50:00,26.48,-27.58,7.46,2022-10-13T05:50:00Z,13-10-22,05:50:00,0.18,26.4,13-10-22,05:50:00,2596.4,2613.2,26.72
13-10-22,06:00:00,26.45,-28.58,7.48,2022-10-13T06:00:00Z,13-10-22,06:00:00,0.35,26.38,13-10-22,06:00:00,2598.7,2616.9,26.72
13-10-22,06:10:00,26.45,-27.69,7.47,2022-10-13T06:10:00Z,13-10-22,06:10:00,0.37,26.36,13-10-22,06:10:00,2604.1,2621.9,26.7
13-10-22,06:20:00,26.43,-28.16,7.47,2022-10-13T06:20:00Z,13-10-22,06:20:00,0.21,26.34,13-10-22,06:20:00,2598.7,2618.2,26.69
13-10-22,06:30:00,26.43,-28.31,7.48,2022-10-13T06:30:00Z,13-10-22,06:30:00,0.26,26.34,13-10-22,06:30:00,2608.2,2626.8,26.66
13-10-22,06:40:00,26.4,-28.25,7.48,2022-10-13T06:40:00Z,13-10-22,06:40:00,0.15,26.32,13-10-22,06:40:00,2601.1,2617.6,26.66
13-10-22,06:50:00,26.4,-27.99,7.47,2022-10-13T06:50:00Z,13-10-22,06:50:00,0.13,26.3,13-10-22,06:50:00,2603.5,2620.7,26.65
13-10-22,07:00:00,26.38,-28.03,7.47,2022-10-13T07:00:00Z,13-10-22,07:00:00,0.32,26.3,13-10-22,07:00:00,2605.9,2622.5,26.65
13-10-22,07:10:00,26.38,-27.95,7.47,2022-10-13T07:10:00Z,13-10-22,07:10:00,0.15,26.28,13-10-22,07:10:00,2608.2,2624.4,26.62
13-10-22,07:20:00,26.35,-28.19,7.47,2022-10-13T07:20:00Z,13-10-22,07:20:00,0.18,26.28,13-10-22,07:20:00,2608.2,2626.8,26.61
13-10-22,07:30:00,26.35,-28.03,7.47,2022-10-13T07:30:00Z,13-10-22,07:30:00,0.12,26.26,13-10-22,07:30:00,2605.9,2623.7,26.61
13-10-22,07:40:00,26.33,-27.84,7.47,2022-10-13T07:40:00Z,13-10-22,07:40:00,0.3,26.24,13-10-22,07:40:00,2596.4,2612.6,26.59
13-10-22,07:50:00,26.33,-27.67,7.47,2022-10-13T07:50:00Z,13-10-22,07:50:00,0.43,26.26,13-10-22,07:50:00,2601.1,2617.6,26.61
13-10-22,08:00:00,26.35,-27.61,7.46,2022-10-13T08:00:00Z,13-10-22,08:00:00,0.37,26.26,13-10-22,08:00:00,2603.5,2621.9,26.62
13-10-22,08:10:00,26.38,-27.31,7.46,2022-10-13T08:10:00Z,13-10-22,08:10:00,0.32,26.28,13-10-22,08:10:00,2601.1,2620,26.65
13-10-22,08:20:00,26.38,-27,7.45,2022-10-13T08:20:00Z,13-10-22,08:20:00,0.16,26.3,13-10-22,08:20:00,2598.7,2614.5,26.66
13-10-22,08:30:00,26.4,-27.28,7.46,2022-10-13T08:30:00Z,13-10-22,08:30:00,0.15,26.32,13-10-22,08:30:00,2601.1,2619.4,26.67
13-10-22,08:40:00,26.43,-27.66,7.47,2022-10-13T08:40:00Z,13-10-22,08:40:00,0.24,26.32,13-10-22,08:40:00,2608.2,2626.2,26.71
13-10-22,08:50:00,26.45,-27.49,7.46,2022-10-13T08:50:00Z,13-10-22,08:50:00,0.3,26.36,13-10-22,08:50:00,2605.9,2621.9,26.75
13-10-22,09:00:00,26.5,-27.66,7.47,2022-10-13T09:00:00Z,13-10-22,09:00:00,0.51,26.4,13-10-22,09:00:00,2605.9,2624.4,26.8
13-10-22,09:10:00,26.55,-27.64,7.46,2022-10-13T09:10:00Z,13-10-22,09:10:00,0.4,26.44,13-10-22,09:10:00,2605.9,2624.4,26.85
13-10-22,09:20:00,26.6,-27.84,7.47,2022-10-13T09:20:00Z,13-10-22,09:20:00,0.62,26.5,13-10-22,09:20:00,2610.6,2629.3,26.93
13-10-22,09:30:00,26.65,-27.55,7.46,2022-10-13T09:30:00Z,13-10-22,09:30:00,0.45,26.56,13-10-22,09:30:00,2615.4,2634.2,26.98
13-10-22,09:40:00,26.72,-27.99,7.47,2022-10-13T09:40:00Z,13-10-22,09:40:00,0.93,26.6,13-10-22,09:40:00,2622.5,2639.8,27.04
13-10-22,09:50:00,26.77,-28.45,7.48,2022-10-13T09:50:00Z,13-10-22,09:50:00,0.65,26.66,13-10-22,09:50:00,2624.9,2643.5,27.12
13-10-22,10:00:00,26.84,-28.36,7.48,2022-10-13T10:00:00Z,13-10-22,10:00:00,0.79,26.72,13-10-22,10:00:00,2627.3,2646.6,27.18
13-10-22,10:10:00,26.92,-28.59,7.48,2022-10-13T10:10:00Z,13-10-22,10:10:00,0.53,26.78,13-10-22,10:10:00,2630.2,2649.7,27.24
13-10-22,10:20:00,26.94,-27.95,7.47,2022-10-13T10:20:00Z,13-10-22,10:20:00,0.92,26.84,13-10-22,10:20:00,2632,2651.6,27.27
13-10-22,10:30:00,26.99,-27.83,7.47,2022-10-13T10:30:00Z,13-10-22,10:30:00,0.86,26.88,13-10-22,10:30:00,2634.4,2654,27.33
13-10-22,10:40:00,27.04,-27.33,7.46,2022-10-13T10:40:00Z,13-10-22,10:40:00,1.01,26.96,13-10-22,10:40:00,2637.4,2656.5,27.38
13-10-22,10:50:00,27.09,-27.03,7.45,2022-10-13T10:50:00Z,13-10-22,10:50:00,0.83,27.04,13-10-22,10:50:00,2639.2,2660.2,27.43
13-10-22,11:00:00,27.14,-26.83,7.45,2022-10-13T11:00:00Z,13-10-22,11:00:00,1.14,27.12,13-10-22,11:00:00,2641.6,2662.7,27.48
13-10-22,11:10:00,27.19,-26.34,7.44,2022-10-13T11:10:00Z,13-10-22,11:10:00,0.81,27.14,13-10-22,11:10:00,2641.6,2661.5,27.49
13-10-22,11:20:00,27.23,-26.25,7.44,2022-10-13T11:20:00Z,13-10-22,11:20:00,0.66,27.12,13-10-22,11:20:00,2641.6,2661.5,27.49
13-10-22,11:30:00,27.23,-26.47,7.44,2022-10-13T11:30:00Z,13-10-22,11:30:00,0.86,27.14,13-10-22,11:30:00,2643.9,2663.3,27.52
13-10-22,11:40:00,27.28,-26.56,7.45,2022-10-13T11:40:00Z,13-10-22,11:40:00,1.02,27.24,13-10-22,11:40:00,2651.1,2669.5,27.59
13-10-22,11:50:00,27.33,-26.99,7.45,2022-10-13T11:50:00Z,13-10-22,11:50:00,1.36,27.26,13-10-22,11:50:00,2649.3,2670.1,27.57
13-10-22,12:00:00,27.36,-26.47,7.44,2022-10-13T12:00:00Z,13-10-22,12:00:00,0.86,27.24,13-10-22,12:00:00,2648.7,2667,27.61
13-10-22,12:10:00,27.38,-26.63,7.45,2022-10-13T12:10:00Z,13-10-22,12:10:00,0.77,27.26,13-10-22,12:10:00,2648.7,2669.5,27.69
13-10-22,12:20:00,27.46,-26.97,7.45,2022-10-13T12:20:00Z,13-10-22,12:20:00,0.83,27.3,13-10-22,12:20:00,2651.1,2670.1,27.72
13-10-22,12:30:00,27.43,-26.99,7.45,2022-10-13T12:30:00Z,13-10-22,12:30:00,0.8,27.34,13-10-22,12:30:00,2648.7,2669.5,27.72
13-10-22,12:40:00,27.46,-27.47,7.46,2022-10-13T12:40:00Z,13-10-22,12:40:00,0.86,27.34,13-10-22,12:40:00,2651.7,2671.4,27.77
13-10-22,12:50:00,27.51,-27.42,7.46,2022-10-13T12:50:00Z,13-10-22,12:50:00,0.83,27.38,13-10-22,12:50:00,2654.1,2672.6,27.8
13-10-22,13:00:00,27.51,-27.75,7.47,2022-10-13T13:00:00Z,13-10-22,13:00:00,0.86,27.42,13-10-22,13:00:00,2656.5,2675.1,27.83
13-10-22,13:10:00,27.55,-27.91,7.47,2022-10-13T13:10:00Z,13-10-22,13:10:00,1.16,27.46,13-10-22,13:10:00,2658.2,2680.6,27.89
13-10-22,13:20:00,27.65,-27.59,7.46,2022-10-13T13:20:00Z,13-10-22,13:20:00,1.88,27.54,13-10-22,13:20:00,2661.2,2681.9,27.93
13-10-22,13:30:00,27.78,-27.08,7.45,2022-10-13T13:30:00Z,13-10-22,13:30:00,1.56,27.58,13-10-22,13:30:00,2683.9,2702.3,28.27
13-10-22,13:40:00,27.73,-27.99,7.47,2022-10-13T13:40:00Z,13-10-22,13:40:00,1.37,27.6,13-10-22,13:40:00,2670.8,2689.9,28.03
13-10-22,13:50:00,27.92,-29,7.49,2022-10-13T13:50:00Z,13-10-22,13:50:00,1.74,27.62,13-10-22,13:50:00,2670.8,2692.4,28.08
13-10-22,14:00:00,27.97,-29.14,7.49,2022-10-13T14:00:00Z,13-10-22,14:00:00,2.03,27.64,13-10-22,14:00:00,2673.8,2693,28.14
13-10-22,14:10:00,27.8,-29.42,7.49,2022-10-13T14:10:00Z,13-10-22,14:10:00,1.93,27.64,13-10-22,14:10:00,2668.4,2689.9,28.09
13-10-22,14:20:00,27.78,-30.58,7.51,2022-10-13T14:20:00Z,13-10-22,14:20:00,2.2,27.66,13-10-22,14:20:00,2558.4,2577.5,28.08
13-10-22,14:30:00,27.78,-30.5,7.51,2022-10-13T14:30:00Z,13-10-22,14:30:00,1.88,27.66,13-10-22,14:30:00,2639.2,2657.7,28.1
13-10-22,14:40:00,27.8,-30.53,7.51,2022-10-13T14:40:00Z,13-10-22,14:40:00,1.55,27.68,13-10-22,14:40:00,2643.9,2662.1,28.1
13-10-22,14:50:00,27.83,-30.88,7.52,2022-10-13T14:50:00Z,13-10-22,14:50:00,1.03,27.7,13-10-22,14:50:00,2672.6,2693.7,28.13
13-10-22,15:00:00,27.83,-30.17,7.51,2022-10-13T15:00:00Z,13-10-22,15:00:00,0.64,27.72,13-10-22,15:00:00,2672.6,2694.3,28.14
13-10-22,15:10:00,27.87,-29.69,7.5,2022-10-13T15:10:00Z,13-10-22,15:10:00,0.7,27.74,13-10-22,15:10:00,2675,2696.1,28.15
13-10-22,15:20:00,27.87,-29.7,7.5,2022-10-13T15:20:00Z,13-10-22,15:20:00,0.75,27.76,13-10-22,15:20:00,2675,2696.1,28.17
13-10-22,15:30:00,27.9,-30.3,7.51,2022-10-13T15:30:00Z,13-10-22,15:30:00,0.75,27.78,13-10-22,15:30:00,2675,2696.7,28.18
13-10-22,15:40:00,27.9,-30.36,7.51,2022-10-13T15:40:00Z,13-10-22,15:40:00,0.77,27.78,13-10-22,15:40:00,2675,2696.1,28.18
13-10-22,15:50:00,27.9,-30.33,7.51,2022-10-13T15:50:00Z,13-10-22,15:50:00,1.19,27.78,13-10-22,15:50:00,2675,2696.1,28.18
13-10-22,16:00:00,27.87,-30.72,7.51,2022-10-13T16:00:00Z,13-10-22,16:00:00,1.42,27.78,13-10-22,16:00:00,2675,2695.5,28.18
13-10-22,16:10:00,27.9,-30.11,7.5,2022-10-13T16:10:00Z,13-10-22,16:10:00,0.94,27.78,13-10-22,16:10:00,2672,2693.7,28.15
13-10-22,16:20:00,27.9,-30.33,7.51,2022-10-13T16:20:00Z,13-10-22,16:20:00,0.96,27.78,13-10-22,16:20:00,2675,2694.9,28.17
13-10-22,16:30:00,27.87,-30.74,7.51,2022-10-13T16:30:00Z,13-10-22,16:30:00,1.08,27.78,13-10-22,16:30:00,2675,2694.3,28.15
13-10-22,16:40:00,27.87,-30.49,7.51,2022-10-13T16:40:00Z,13-10-22,16:40:00,1.94,27.78,13-10-22,16:40:00,2672,2691.8,28.15
13-10-22,16:50:00,27.85,-30.95,7.52,2022-10-13T16:50:00Z,13-10-22,16:50:00,1.71,27.76,13-10-22,16:50:00,2672,2691.2,28.14
13-10-22,17:00:00,27.85,-30.88,7.52,2022-10-13T17:00:00Z,13-10-22,17:00:00,1.7,27.76,13-10-22,17:00:00,2669.6,2689.9,28.13
13-10-22,17:10:00,27.83,-30.53,7.51,2022-10-13T17:10:00Z,13-10-22,17:10:00,1.15,27.74,13-10-22,17:10:00,2669.6,2689.9,28.1
13-10-22,17:20:00,27.83,-30.28,7.51,2022-10-13T17:20:00Z,13-10-22,17:20:00,1.38,27.72,13-10-22,17:20:00,2669.6,2689.3,28.07
13-10-22,17:30:00,27.8,-30.74,7.51,2022-10-13T17:30:00Z,13-10-22,17:30:00,1.25,27.7,13-10-22,17:30:00,2664.8,2685.6,28.04
13-10-22,17:40:00,27.78,-30.78,7.52,2022-10-13T17:40:00Z,13-10-22,17:40:00,1.21,27.68,13-10-22,17:40:00,2664.8,2685,28.02
13-10-22,17:50:00,27.75,-30.59,7.51,2022-10-13T17:50:00Z,13-10-22,17:50:00,1.31,27.66,13-10-22,17:50:00,2664.2,2683.1,28.02
13-10-22,18:00:00,27.75,-30.61,7.51,2022-10-13T18:00:00Z,13-10-22,18:00:00,1.15,27.66,13-10-22,18:00:00,2662.4,2682.5,27.99
13-10-22,18:10:00,27.73,-30.47,7.51,2022-10-13T18:10:00Z,13-10-22,18:10:00,1.22,27.64,13-10-22,18:10:00,2662.4,2681.9,27.98
13-10-22,18:20:00,27.73,-30.06,7.5,2022-10-13T18:20:00Z,13-10-22,18:20:00,1,27.64,13-10-22,18:20:00,2660,2680,27.97
13-10-22,18:30:00,27.7,-30.25,7.51,2022-10-13T18:30:00Z,13-10-22,18:30:00,1.09,27.6,13-10-22,18:30:00,2660,2678.8,27.94
13-10-22,18:40:00,27.68,-30.03,7.5,2022-10-13T18:40:00Z,13-10-22,18:40:00,1.08,27.58,13-10-22,18:40:00,2657.1,2677.5,27.92
13-10-22,18:50:00,27.68,-29.95,7.5,2022-10-13T18:50:00Z,13-10-22,18:50:00,1.21,27.58,13-10-22,18:50:00,2657.7,2678.2,27.91
13-10-22,19:00:00,27.65,-29.05,7.49,2022-10-13T19:00:00Z,13-10-22,19:00:00,1.08,27.56,13-10-22,19:00:00,2657.1,2677.5,27.91
13-10-22,19:10:00,27.63,-28.88,7.48,2022-10-13T19:10:00Z,13-10-22,19:10:00,1.02,27.56,13-10-22,19:10:00,2657.1,2677.5,27.89
13-10-22,19:20:00,27.6,-29.27,7.49,2022-10-13T19:20:00Z,13-10-22,19:20:00,1.03,27.54,13-10-22,19:20:00,2654.7,2675.1,27.86
13-10-22,19:30:00,27.58,-29.06,7.49,2022-10-13T19:30:00Z,13-10-22,19:30:00,0.94,27.5,13-10-22,19:30:00,2654.7,2673.2,27.83
13-10-22,19:40:00,27.55,-28.99,7.49,2022-10-13T19:40:00Z,13-10-22,19:40:00,0.97,27.48,13-10-22,19:40:00,2652.3,2673.2,27.81
13-10-22,19:50:00,27.53,-28.97,7.49,2022-10-13T19:50:00Z,13-10-22,19:50:00,0.94,27.46,13-10-22,19:50:00,2654.7,2672,27.8
13-10-22,20:00:00,27.53,-28.28,7.47,2022-10-13T20:00:00Z,13-10-22,20:00:00,0.91,27.44,13-10-22,20:00:00,2649.9,2672,27.78
13-10-22,20:10:00,27.51,-28.81,7.48,2022-10-13T20:10:00Z,13-10-22,20:10:00,0.98,27.42,13-10-22,20:10:00,2649.9,2670.7,27.76
13-10-22,20:20:00,27.48,-28.81,7.48,2022-10-13T20:20:00Z,13-10-22,20:20:00,0.87,27.4,13-10-22,20:20:00,2649.9,2668.9,27.73
13-10-22,20:30:00,27.46,-28.89,7.48,2022-10-13T20:30:00Z,13-10-22,20:30:00,0.89,27.38,13-10-22,20:30:00,2649.9,2668.3,27.71
13-10-22,20:40:00,27.43,-29.05,7.49,2022-10-13T20:40:00Z,13-10-22,20:40:00,0.85,27.36,13-10-22,20:40:00,2647.5,2667,27.69
13-10-22,20:50:00,27.41,-29.09,7.49,2022-10-13T20:50:00Z,13-10-22,20:50:00,0.79,27.34,13-10-22,20:50:00,2645.1,2666.4,27.67
13-10-22,21:00:00,27.41,-28.53,7.48,2022-10-13T21:00:00Z,13-10-22,21:00:00,0.57,27.32,13-10-22,21:00:00,2606.5,2625,27.65
13-10-22,21:10:00,27.38,-28.33,7.47,2022-10-13T21:10:00Z,13-10-22,21:10:00,0.36,27.3,13-10-22,21:10:00,2635,2654.6,27.64
13-10-22,21:20:00,27.36,-28.77,7.48,2022-10-13T21:20:00Z,13-10-22,21:20:00,0.62,27.28,13-10-22,21:20:00,2644.5,2663.3,27.62
13-10-22,21:30:00,27.33,-28.58,7.48,2022-10-13T21:30:00Z,13-10-22,21:30:00,0.73,27.26,13-10-22,21:30:00,2643.3,2663.3,27.6
13-10-22,21:40:00,27.33,-28.42,7.48,2022-10-13T21:40:00Z,13-10-22,21:40:00,0.46,27.26,13-10-22,21:40:00,2643.3,2663.3,27.59
13-10-22,21:50:00,27.31,-28.59,7.48,2022-10-13T21:50:00Z,13-10-22,21:50:00,0.54,27.24,13-10-22,21:50:00,2643.3,2661.5,27.56
13-10-22,22:00:00,27.28,-28.42,7.48,2022-10-13T22:00:00Z,13-10-22,22:00:00,0.62,27.22,13-10-22,22:00:00,2641,2661.5,27.55
13-10-22,22:10:00,27.28,-28.02,7.47,2022-10-13T22:10:00Z,13-10-22,22:10:00,0.34,27.2,13-10-22,22:10:00,2641,2660.8,27.52
13-10-22,22:20:00,27.26,-27.95,7.47,2022-10-13T22:20:00Z,13-10-22,22:20:00,0.34,27.2,13-10-22,22:20:00,2641,2659.6,27.52
13-10-22,22:30:00,27.26,-28.03,7.47,2022-10-13T22:30:00Z,13-10-22,22:30:00,0.43,27.18,13-10-22,22:30:00,2641,2659.6,27.51
13-10-22,22:40:00,27.23,-27.78,7.47,2022-10-13T22:40:00Z,13-10-22,22:40:00,0.19,27.16,13-10-22,22:40:00,2638.6,2659,27.5
13-10-22,22:50:00,27.23,-28.13,7.47,2022-10-13T22:50:00Z,13-10-22,22:50:00,0.43,27.14,13-10-22,22:50:00,2636.2,2657.7,27.48
13-10-22,23:00:00,27.21,-28.02,7.47,2022-10-13T23:00:00Z,13-10-22,23:00:00,0.42,27.14,13-10-22,23:00:00,2636.2,2656.5,27.45
13-10-22,23:10:00,27.19,-28.05,7.47,2022-10-13T23:10:00Z,13-10-22,23:10:00,0.49,27.1,13-10-22,23:10:00,2636.2,2656.5,27.44
13-10-22,23:20:00,27.16,-27.88,7.47,2022-10-13T23:20:00Z,13-10-22,23:20:00,0.44,27.1,13-10-22,23:20:00,2636.2,2654.6,27.43
13-10-22,23:30:00,27.16,-27.77,7.47,2022-10-13T23:30:00Z,13-10-22,23:30:00,0.73,27.08,13-10-22,23:30:00,2636.2,2655.9,27.41
13-10-22,23:40:00,27.16,-27.8,7.47,2022-10-13T23:40:00Z,13-10-22,23:40:00,0.65,27.06,13-10-22,23:40:00,2636.2,2654,27.4
13-10-22,23:50:00,27.14,-28.14,7.47,2022-10-13T23:50:00Z,13-10-22,23:50:00,0.27,27.06,13-10-22,23:50:00,2633.8,2652.8,27.38
14-10-22,00:00:00,27.11,-28.06,7.47,2022-10-14T00:00:00Z,14-10-22,00:00:00,0.31,27.04,14-10-22,00:00:00,2631.4,2652.2,27.36
14-10-22,00:10:00,27.11,-27.72,7.47,2022-10-14T00:10:00Z,14-10-22,00:10:00,0.22,27.02,14-10-22,00:10:00,2631.4,2650.3,27.35
14-10-22,00:20:00,27.09,-27.92,7.47,2022-10-14T00:20:00Z,14-10-22,00:20:00,0.16,27,14-10-22,00:20:00,2631.4,2649.7,27.34
14-10-22,00:30:00,27.06,-27.63,7.46,2022-10-14T00:30:00Z,14-10-22,00:30:00,0.18,26.98,14-10-22,00:30:00,2629.1,2649.1,27.3
