year,month,day,location,date_new,min_temp,max_temp,range
2023,01,11,KanewaiFishpondLedgeEdgeNorfolk,2023-01-11,21.27,27.628,6.3580000000000005
2023,01,11,KanewaiFishpondShadeUnderXmasBerry,2023-01-11,21.557,25.574,4.017000000000003
2023,01,11,KanewaiSpringLedge,2023-01-11,22.465,22.944,0.4789999999999992
2023,01,12,KanewaiAuwaiMakaiSideFootBridge,2023-01-12,20.65,22.896,2.246000000000002
2023,01,12,KanewaiFishpondLedgeEdgeNorfolk,2023-01-12,21.318,25.866,4.547999999999998
2023,01,12,KanewaiFishpondShadeUnderXmasBerry,2023-01-12,20.246,23.737,3.4909999999999997
2023,01,12,KanewaiSpringLedge,2023-01-12,22.106,22.657,0.5509999999999984
2023,01,13,KanewaiAuwaiMakaiSideFootBridge,2023-01-13,21.843,22.944,1.100999999999999
2023,01,13,KanewaiFishpondLedgeEdgeNorfolk,2023-01-13,22.298,26.916,4.618000000000002
2023,01,13,KanewaiFishpondShadeUnderXmasBerry,2023-01-13,21.557,25.016,3.4589999999999996
2023,01,13,KanewaiSpringLedge,2023-01-13,22.202,22.657,0.4549999999999983
2023,01,14,KanewaiAuwaiMakaiSideFootBridge,2023-01-14,22.226,23.064,0.838000000000001
2023,01,14,KanewaiFishpondLedgeEdgeNorfolk,2023-01-14,23.064,27.776,4.712
2023,01,14,KanewaiFishpondShadeUnderXmasBerry,2023-01-14,22.681,26.182,3.5009999999999977
2023,01,14,KanewaiSpringLedge,2023-01-14,22.345,22.729,0.38400000000000034
2023,01,15,KanewaiAuwaiMakaiSideFootBridge,2023-01-15,22.585,23.352,0.7669999999999995
2023,01,15,KanewaiFishpondLedgeEdgeNorfolk,2023-01-15,23.545,26.012,2.4669999999999987
2023,01,15,KanewaiFishpondShadeUnderXmasBerry,2023-01-15,22.585,24.944,2.358999999999998
2023,01,15,KanewaiSpringLedge,2023-01-15,22.657,23.16,0.5030000000000001
2023,01,16,KanewaiAuwaiMakaiSideFootBridge,2023-01-16,22.705,23.641,0.9359999999999999
2023,01,16,KanewaiFishpondLedgeEdgeNorfolk,2023-01-16,22.896,27.456,4.559999999999999
2023,01,16,KanewaiFishpondShadeUnderXmasBerry,2023-01-16,22.274,25.331,3.0569999999999986
2023,01,16,KanewaiSpringLedge,2023-01-16,22.92,23.376,0.4559999999999995
2023,01,17,KanewaiAuwaiMakaiSideFootBridge,2023-01-17,22.657,23.641,0.9839999999999982
2023,01,17,KanewaiFishpondLedgeEdgeNorfolk,2023-01-17,22.872,29.065,6.193000000000001
2023,01,17,KanewaiFishpondShadeUnderXmasBerry,2023-01-17,22.417,25.866,3.448999999999998
2023,01,17,KanewaiSpringLedge,2023-01-17,22.92,23.28,0.35999999999999943
2023,01,18,KanewaiAuwaiMakaiSideFootBridge,2023-01-18,22.633,23.617,0.9840000000000018
2023,01,18,KanewaiFishpondLedgeEdgeNorfolk,2023-01-18,23.593,30.874,7.280999999999999
2023,01,18,KanewaiFishpondShadeUnderXmasBerry,2023-01-18,22.082,26.598,4.515999999999998
2023,01,18,KanewaiSpringLedge,2023-01-18,22.968,23.304,0.3359999999999985
2023,01,19,KanewaiAuwaiMakaiSideFootBridge,2023-01-19,22.872,26.744,3.872
2023,01,19,KanewaiFishpondLedgeEdgeNorfolk,2023-01-19,23.761,30.192,6.431000000000001
2023,01,19,KanewaiFishpondShadeUnderXmasBerry,2023-01-19,22.609,28.369,5.759999999999998
2023,01,19,KanewaiSpringLedge,2023-01-19,23.04,23.4,0.35999999999999943
2023,01,20,KanewaiAuwaiMakaiSideFootBridge,2023-01-20,22.681,26.989,4.308
2023,01,20,KanewaiFishpondLedgeEdgeNorfolk,2023-01-20,23.448,27.998,4.550000000000001
2023,01,20,KanewaiFishpondShadeUnderXmasBerry,2023-01-20,23.064,28.667,5.6030000000000015
2023,01,20,KanewaiSpringLedge,2023-01-20,23.064,23.4,0.3359999999999985
2023,01,21,KanewaiAuwaiMakaiSideFootBridge,2023-01-21,22.729,26.061,3.3320000000000007
2023,01,21,KanewaiFishpondLedgeEdgeNorfolk,2023-01-21,23.088,27.899,4.811
2023,01,21,KanewaiFishpondShadeUnderXmasBerry,2023-01-21,22.776,27.727,4.9510000000000005
2023,01,21,KanewaiSpringLedge,2023-01-21,23.064,24.146,1.0820000000000007
2023,01,22,KanewaiAuwaiMakaiSideFootBridge,2023-01-22,22.968,26.524,3.556000000000001
2023,01,22,KanewaiFishpondLedgeEdgeNorfolk,2023-01-22,22.872,27.53,4.658000000000001
2023,01,22,KanewaiFishpondShadeUnderXmasBerry,2023-01-22,22.106,27.112,5.005999999999997
2023,01,22,KanewaiSpringLedge,2023-01-22,23.328,24.702,1.3740000000000023
2023,01,23,KanewaiAuwaiMakaiSideFootBridge,2023-01-23,22.872,25.598,2.725999999999999
2023,01,23,KanewaiFishpondLedgeEdgeNorfolk,2023-01-23,23.304,28.097,4.793000000000003
2023,01,23,KanewaiFishpondShadeUnderXmasBerry,2023-01-23,22.441,27.112,4.670999999999999
2023,01,23,KanewaiSpringLedge,2023-01-23,23.184,23.93,0.7459999999999987
2023,01,24,KanewaiAuwaiMakaiSideFootBridge,2023-01-24,22.776,26.085,3.309000000000001
2023,01,24,KanewaiFishpondLedgeEdgeNorfolk,2023-01-24,23.785,28.419,4.634
2023,01,24,KanewaiFishpondShadeUnderXmasBerry,2023-01-24,22.585,27.998,5.413
2023,01,24,KanewaiSpringLedge,2023-01-24,23.088,23.4,0.3119999999999976
2023,01,25,KanewaiAuwaiMakaiSideFootBridge,2023-01-25,22.489,24.798,2.3089999999999975
2023,01,25,KanewaiFishpondLedgeEdgeNorfolk,2023-01-25,23.593,27.014,3.4209999999999994
2023,01,25,KanewaiFishpondShadeUnderXmasBerry,2023-01-25,22.513,26.573,4.059999999999999
2023,01,25,KanewaiSpringLedge,2023-01-25,22.92,23.232,0.3119999999999976
2023,01,26,KanewaiAuwaiMakaiSideFootBridge,2023-01-26,21.867,23.545,1.6780000000000008
2023,01,26,KanewaiFishpondLedgeEdgeNorfolk,2023-01-26,22.345,26.426,4.0809999999999995
2023,01,26,KanewaiFishpondShadeUnderXmasBerry,2023-01-26,21.318,24.267,2.948999999999998
2023,01,26,KanewaiSpringLedge,2023-01-26,22.274,22.92,0.6460000000000008
2023,01,27,KanewaiAuwaiMakaiSideFootBridge,2023-01-27,21.246,22.321,1.0750000000000028
2023,01,27,KanewaiFishpondLedgeEdgeNorfolk,2023-01-27,21.342,25.477,4.135000000000002
2023,01,27,KanewaiFishpondShadeUnderXmasBerry,2023-01-27,21.008,23.088,2.080000000000002
2023,01,27,KanewaiSpringLedge,2023-01-27,22.058,22.298,0.23999999999999844
2023,01,28,KanewaiAuwaiMakaiSideFootBridge,2023-01-28,21.724,22.537,0.8129999999999988
2023,01,28,KanewaiFishpondLedgeEdgeNorfolk,2023-01-28,21.676,23.497,1.8210000000000015
2023,01,28,KanewaiFishpondShadeUnderXmasBerry,2023-01-28,21.461,22.896,1.4350000000000023
2023,01,28,KanewaiSpringLedge,2023-01-28,22.13,22.561,0.43100000000000094
2023,01,29,KanewaiAuwaiMakaiSideFootBridge,2023-01-29,21.939,22.513,0.5740000000000016
2023,01,29,KanewaiFishpondLedgeEdgeNorfolk,2023-01-29,21.246,22.106,0.860000000000003
2023,01,29,KanewaiFishpondShadeUnderXmasBerry,2023-01-29,21.294,22.034,0.7399999999999984
2023,01,29,KanewaiSpringLedge,2023-01-29,22.417,22.848,0.4309999999999974
2023,01,30,KanewaiAuwaiMakaiSideFootBridge,2023-01-30,22.417,23.4,0.982999999999997
2023,01,30,KanewaiFishpondLedgeEdgeNorfolk,2023-01-30,20.913,24.436,3.5229999999999997
2023,01,30,KanewaiFishpondShadeUnderXmasBerry,2023-01-30,20.841,23.424,2.5829999999999984
2023,01,30,KanewaiSpringLedge,2023-01-30,22.824,23.256,0.4319999999999986
2023,01,31,KanewaiAuwaiMakaiSideFootBridge,2023-01-31,22.824,23.785,0.9609999999999985
2023,01,31,KanewaiFishpondLedgeEdgeNorfolk,2023-01-31,23.016,27.505,4.489000000000001
2023,01,31,KanewaiFishpondShadeUnderXmasBerry,2023-01-31,22.441,25.355,2.9140000000000015
2023,01,31,KanewaiSpringLedge,2023-01-31,23.04,23.497,0.45700000000000074
2023,02,01,KanewaiAuwaiMakaiSideFootBridge,2023-02-01,22.824,24.363,1.538999999999998
2023,02,01,KanewaiFishpondLedgeEdgeNorfolk,2023-02-01,23.809,26.818,3.0090000000000003
2023,02,01,KanewaiFishpondShadeUnderXmasBerry,2023-02-01,22.944,26.036,3.0920000000000023
2023,02,01,KanewaiSpringLedge,2023-02-01,22.992,23.376,0.38400000000000034
2023,02,02,KanewaiAuwaiMakaiSideFootBridge,2023-02-02,22.776,23.857,1.0809999999999995
2023,02,02,KanewaiFishpondLedgeEdgeNorfolk,2023-02-02,23.304,27.431,4.1270000000000024
2023,02,02,KanewaiFishpondShadeUnderXmasBerry,2023-02-02,22.657,25.598,2.940999999999999
2023,02,02,KanewaiSpringLedge,2023-02-02,23.016,23.497,0.48100000000000165
2023,02,03,KanewaiAuwaiMakaiSideFootBridge,2023-02-03,22.489,24.074,1.5850000000000009
2023,02,03,KanewaiFishpondLedgeEdgeNorfolk,2023-02-03,23.232,27.308,4.0760000000000005
2023,02,03,KanewaiFishpondShadeUnderXmasBerry,2023-02-03,22.513,25.866,3.352999999999998
2023,02,03,KanewaiSpringLedge,2023-02-03,23.064,23.497,0.43299999999999983
2023,02,04,KanewaiAuwaiMakaiSideFootBridge,2023-02-04,21.628,23.28,1.652000000000001
2023,02,04,KanewaiFishpondLedgeEdgeNorfolk,2023-02-04,21.963,24.388,2.4250000000000007
2023,02,04,KanewaiFishpondShadeUnderXmasBerry,2023-02-04,21.485,23.665,2.1799999999999997
2023,02,04,KanewaiSpringLedge,2023-02-04,22.729,23.232,0.5030000000000001
2023,02,05,KanewaiAuwaiMakaiSideFootBridge,2023-02-05,21.772,23.472,1.7000000000000028
2023,02,05,KanewaiFishpondLedgeEdgeNorfolk,2023-02-05,21.843,25.404,3.561
2023,02,05,KanewaiFishpondShadeUnderXmasBerry,2023-02-05,21.509,24.653,3.1439999999999984
2023,02,05,KanewaiSpringLedge,2023-02-05,22.633,23.184,0.5510000000000019
2023,02,06,KanewaiAuwaiMakaiSideFootBridge,2023-02-06,21.915,23.665,1.75
2023,02,06,KanewaiFishpondLedgeEdgeNorfolk,2023-02-06,22.058,25.817,3.7590000000000003
2023,02,06,KanewaiFishpondShadeUnderXmasBerry,2023-02-06,22.082,24.75,2.6679999999999993
2023,02,06,KanewaiSpringLedge,2023-02-06,22.729,23.4,0.6709999999999994
2023,02,07,KanewaiAuwaiMakaiSideFootBridge,2023-02-07,21.7,23.641,1.940999999999999
2023,02,07,KanewaiFishpondLedgeEdgeNorfolk,2023-02-07,21.939,25.72,3.780999999999999
2023,02,07,KanewaiFishpondShadeUnderXmasBerry,2023-02-07,21.819,24.581,2.7620000000000005
2023,02,07,KanewaiSpringLedge,2023-02-07,22.729,23.521,0.7920000000000016
2023,02,08,KanewaiAuwaiMakaiSideFootBridge,2023-02-08,21.7,21.7,0
2023,02,08,KanewaiFishpondLedgeEdgeNorfolk,2023-02-08,22.011,22.011,0
2023,02,08,KanewaiFishpondShadeUnderXmasBerry,2023-02-08,21.819,21.819,0
2023,02,08,KanewaiSpringLedge,2023-02-08,23.016,23.016,0
